#,Date-Time (PST),Ch: 1 - Temperature   (°C ),Ch: 2 - RH   (%),Dew Point   (°C ),Host Connected,End of File
92,2/7/2023 22:42,26.33,63.965,18.99,,
93,2/7/2023 22:47,26.33,63.745,18.93,,
94,2/7/2023 22:52,26.35,63.501,18.89,,
95,2/7/2023 22:57,26.35,63.281,18.84,,
96,2/7/2023 23:02,26.35,63.037,18.77,,
97,2/7/2023 23:07,26.35,62.842,18.72,,
98,2/7/2023 23:12,26.38,62.598,18.69,,
99,2/7/2023 23:17,26.38,62.378,18.63,,
100,2/7/2023 23:22,26.38,62.134,18.57,,
101,2/7/2023 23:27,26.4,61.89,18.53,,
102,2/7/2023 23:32,26.38,61.646,18.44,,
103,2/7/2023 23:37,26.4,61.45,18.41,,
104,2/7/2023 23:42,26.4,61.23,18.36,,
105,2/7/2023 23:47,26.4,60.986,18.29,,
106,2/7/2023 23:52,26.4,60.791,18.24,,
107,2/7/2023 23:57,26.43,60.596,18.22,,
108,2/8/2023 0:02,26.43,60.4,18.17,,
109,2/8/2023 0:07,26.43,60.156,18.1,,
110,2/8/2023 0:12,26.43,60.01,18.06,,
111,2/8/2023 0:17,26.43,59.814,18.01,,
112,2/8/2023 0:22,26.45,59.644,17.98,,
113,2/8/2023 0:27,26.45,59.399,17.92,,
114,2/8/2023 0:32,26.45,59.302,17.89,,
115,2/8/2023 0:37,26.45,59.106,17.84,,
116,2/8/2023 0:42,26.45,58.887,17.78,,
117,2/8/2023 0:47,26.45,59.009,17.81,,
118,2/8/2023 0:52,26.43,59.937,18.04,,
119,2/8/2023 0:57,26.43,60.254,18.13,,
120,2/8/2023 1:02,26.43,60.4,18.17,,
121,2/8/2023 1:07,26.43,60.474,18.19,,
122,2/8/2023 1:12,26.43,60.522,18.2,,
123,2/8/2023 1:17,26.43,60.522,18.2,,
124,2/8/2023 1:22,26.43,60.571,18.21,,
125,2/8/2023 1:27,26.43,60.571,18.21,,
126,2/8/2023 1:32,26.43,60.571,18.21,,
127,2/8/2023 1:37,26.43,60.522,18.2,,
128,2/8/2023 1:42,26.43,60.522,18.2,,
129,2/8/2023 1:47,26.43,60.522,18.2,,
130,2/8/2023 1:52,26.43,60.498,18.19,,
131,2/8/2023 1:57,26.43,60.474,18.19,,
132,2/8/2023 2:02,26.43,60.4,18.17,,
133,2/8/2023 2:07,26.43,60.327,18.15,,
134,2/8/2023 2:12,26.43,60.229,18.12,,
135,2/8/2023 2:17,26.43,60.132,18.09,,
136,2/8/2023 2:22,26.43,59.961,18.05,,
137,2/8/2023 2:27,26.43,59.814,18.01,,
138,2/8/2023 2:32,26.43,59.546,17.94,,
139,2/8/2023 2:37,26.43,59.351,17.89,,
140,2/8/2023 2:42,26.4,60.815,18.25,,
141,2/8/2023 2:47,26.35,62.744,18.7,,
142,2/8/2023 2:52,26.3,64.453,19.08,,
143,2/8/2023 2:57,26.3,65.332,19.3,,
144,2/8/2023 3:02,26.3,65.894,19.44,,
145,2/8/2023 3:07,26.28,66.26,19.51,,
146,2/8/2023 3:12,26.28,66.626,19.6,,
147,2/8/2023 3:17,26.28,66.895,19.66,,
148,2/8/2023 3:22,26.28,67.139,19.72,,
149,2/8/2023 3:27,26.26,67.383,19.76,,
150,2/8/2023 3:32,26.26,67.578,19.81,,
151,2/8/2023 3:37,26.26,67.773,19.85,,
152,2/8/2023 3:42,26.26,67.944,19.89,,
153,2/8/2023 3:47,26.26,68.14,19.94,,
154,2/8/2023 3:52,26.23,68.262,19.94,,
155,2/8/2023 3:57,26.23,68.408,19.98,,
156,2/8/2023 4:02,26.23,68.53,20,,
157,2/8/2023 4:07,26.23,68.677,20.04,,
158,2/8/2023 4:12,26.23,68.774,20.06,,
159,2/8/2023 4:17,26.21,68.921,20.08,,
160,2/8/2023 4:22,26.21,69.019,20.1,,
161,2/8/2023 4:27,26.21,69.141,20.13,,
162,2/8/2023 4:32,26.21,69.238,20.15,,
163,2/8/2023 4:37,26.21,69.336,20.17,,
164,2/8/2023 4:42,26.18,69.434,20.17,,
165,2/8/2023 4:47,26.18,69.507,20.19,,
166,2/8/2023 4:52,26.18,69.58,20.2,,
167,2/8/2023 4:57,26.18,69.653,20.22,,
168,2/8/2023 5:02,26.18,69.702,20.23,,
169,2/8/2023 5:07,26.16,69.775,20.23,,
170,2/8/2023 5:12,26.16,69.775,20.23,,
171,2/8/2023 5:17,26.16,69.824,20.24,,
172,2/8/2023 5:22,26.16,69.824,20.24,,
173,2/8/2023 5:27,26.16,69.824,20.24,,
174,2/8/2023 5:32,26.13,69.824,20.21,,
175,2/8/2023 5:37,26.13,69.824,20.21,,
176,2/8/2023 5:42,26.13,69.751,20.2,,
177,2/8/2023 5:47,26.13,69.727,20.19,,
178,2/8/2023 5:52,26.13,69.58,20.16,,
179,2/8/2023 5:57,26.13,69.482,20.13,,
180,2/8/2023 6:02,26.08,66.138,19.29,,
181,2/8/2023 6:07,26.18,65.503,19.23,,
182,2/8/2023 6:12,26.28,65.21,19.25,,
183,2/8/2023 6:17,26.4,64.868,19.28,,
184,2/8/2023 6:22,26.5,64.453,19.27,,
185,2/8/2023 6:27,26.62,64.087,19.29,,
186,2/8/2023 6:32,26.72,63.647,19.28,,
187,2/8/2023 6:37,26.82,63.281,19.28,,
188,2/8/2023 6:42,24.97,45.605,12.44,,
189,2/8/2023 6:47,24.58,67.798,18.26,,
190,2/8/2023 6:52,24.85,70.19,19.07,,
191,2/8/2023 6:57,25.06,69.775,19.18,,
192,2/8/2023 7:02,25.23,69.165,19.2,,
193,2/8/2023 7:07,25.4,68.457,19.2,,
194,2/8/2023 7:12,25.55,67.749,19.17,,
195,2/8/2023 7:17,25.67,67.09,19.13,,
196,2/8/2023 7:22,25.82,66.479,19.12,,
197,2/8/2023 7:27,25.94,65.894,19.1,,
198,2/8/2023 7:32,26.06,65.381,19.08,,
199,2/8/2023 7:37,26.18,64.893,19.08,,
200,2/8/2023 7:42,26.28,64.453,19.06,,
201,2/8/2023 7:47,26.38,64.038,19.05,,
202,2/8/2023 7:52,26.48,63.599,19.04,,
203,2/8/2023 7:57,26.57,63.159,19.01,,
204,2/8/2023 8:02,26.65,62.695,18.97,,
205,2/8/2023 8:07,26.74,62.28,18.95,,
206,2/8/2023 8:12,26.84,61.841,18.93,,
207,2/8/2023 8:17,24.77,53.223,14.63,,
208,2/8/2023 8:22,24.82,67.749,18.48,,
209,2/8/2023 8:23,,,,Logged,Logged
